,Instruct,Cache Miss,Branch Miss,Cache R,Cache W,LL1 Data C,LL1 Instruct Cache,LLC,D TLB,Instruct Cache,Y
0,83584747,9630635,3949058,34364932,3949058,99304262,1.40724E+14,2136217,99304262,934011,0
1,28397186,7646423,6684695,138521093,6684695,75880489,9.39499E+13,1869190,75880489,878148,0
2,50029348,12355381,4435358,52063596,4435358,90599649,1.40724E+14,2173073,90599649,1100900,0
3,50029348,12355381,3553532,18940489,3553532,90276029,0,2374964,90275990,1202902,0
4,382358189,2066746,250760,9526798,250760,33821575,1.40726E+14,803479,33845840,196157,0
5,769437736,2091368,225683,15678707,225683,8303262,9.3844E+13,309492,8303221,84553,0
6,583961231,2206634,256950,42948107,256950,7256189,1.40726E+14,284332,7256189,65433,0
7,583961231,2206634,275283,17792203,275283,9318451,0,328929,9318451,75489,0
8,7319059,12579541,3138849,55162795,3138849,46318287,1.40736E+14,1393908,46318287,228239,0
9,37295482,9983228,3328484,70913251,3328484,87922451,9.45423E+13,1455518,87922410,731831,0
10,16247709,12235625,7156396,33104405,7156396,117863980,1.40736E+14,2485072,117863980,1292935,0
11,16247709,12235625,5083447,84501363,5083447,25725901,0,607935,25717711,242780,0
12,1043885148,2075016,354181,2534038,354181,214768227,1.40733E+14,3789720,214768227,1526910,0
13,776437443,1623946,211403,5277859,211403,183190525,9.47956E+13,3907617,183190525,1608798,0
14,1040983742,3055939,299940,3705150,299940,262546163,1.40733E+14,4483210,262546163,1948983,0
15,1040983742,3055939,101896,3954622,101896,233917931,0,3563023,233917891,1240150,0
16,109212616,10088627,2991621,2981421,2991621,4584571,1.4073E+14,205826,4584530,52686,0
17,33324621,8499009,1986503,4737753,1986503,11715604,9.41514E+13,200717,11716225,38117,0
18,44309471,9663486,2372220,5016062,2372220,9341405,1.4073E+14,280222,9341405,90114,0
19,44309471,9663486,3993617,3301835,3993617,12032492,0,381615,12032081,124048,0
20,61810470,703925,67633,3069304,67633,1706949,1.40722E+14,148174,1706949,26854,0
21,6208605,1967386,250423,25358535,250423,11456406,9.4638E+13,330674,11456406,105445,0
22,145462975,2180477,621639,265016292,621639,2934406,1.40722E+14,172205,2934368,32993,0
23,145462975,2180477,208082,3359461,208082,1128111,0,128007,1128111,15429,0
24,18270890,3103358,305881,2242974,305881,2363856,1.40726E+14,203517,2363815,29784,0
25,67193195,1070791,109847,956318,109847,1021047,9.46775E+13,100935,1021047,14056,0
26,22350289,1817112,228871,26947103,228871,5619593,1.40726E+14,211004,5619593,59247,0
27,22350289,1817112,98176,2002355,98176,7553784,0,186440,7553784,59377,0
28,3049885,1782052,194573,4768599,194573,18480366,1.40733E+14,434725,18471944,29519,0
29,41054680,2231534,243338,8475822,243338,7102823,9.40356E+13,334357,7102823,82312,0
30,28842089,1879127,207623,957806,207623,4810507,1.40733E+14,142867,4810468,36435,0
31,28842089,1879127,145777,11249905,145777,1331013,0,110688,1331013,19728,0
32,5933028,2303508,226827,4678932,226827,4945706,1.40727E+14,213160,4945665,47112,0
33,22589537,1653640,187162,22956011,187162,7094770,9.47065E+13,276300,7094770,86474,0
34,41400611,1244955,124666,1026179,124666,1373066,1.40727E+14,134079,1373066,21545,0
35,41400611,1244955,422014,5724386,422014,18548225,0,468325,18548225,38784,0
36,11664136,1146700,153551,3293708,153551,19807767,1.40734E+14,529176,19807767,53466,0
37,25114282,2422127,266055,3212602,266055,2237197,9.39589E+13,157532,2237197,33086,0
38,23338608,980595,108649,3466765,108649,6639072,1.40734E+14,261708,6639032,65629,0
39,23338608,980595,478271,5840890,478271,4983624,0,150896,4983624,43173,0
40,101449032,1912408,198784,6553060,198784,3653427,1.40722E+14,168507,3653427,36953,0
41,12497886,1684592,197402,2702732,197402,2811667,9.39749E+13,202948,2811667,33307,0
42,51987883,1767881,175507,21624826,175507,4742178,1.40722E+14,199153,4742178,40086,0
43,51987883,1767881,160720,3097708,160720,3723896,0,119582,3723856,41558,0
44,7199722,1635578,162158,2395924,162158,5750557,1.40728E+14,222139,5750517,64586,0
45,26587040,973470,102868,2441945,102868,4249227,9.40316E+13,195129,4249227,36211,0
46,32905660,1184124,168727,5660948,168727,2679510,1.40728E+14,176808,2679510,32288,0
47,32905660,1184124,327886,20597642,327886,4809996,0,189131,4809996,48412,0
48,42753666,1874941,180681,18303211,180681,6783656,1.4073E+14,334831,6785430,65695,0
49,28950425,2611654,280230,4573917,280230,776382,9.47426E+13,88500,777231,12573,0
50,17265347,1475602,164348,1776447,164348,5276741,1.4073E+14,120810,5276700,48511,0
51,17265347,1475602,143216,8318137,143216,2666239,0,141337,2666239,28482,0
52,31146944,909743,97462,3380810,97462,3280441,1.40725E+14,237431,3280401,40640,0
53,28930764,1769069,202270,6950694,202270,3166237,9.45255E+13,133122,3166237,29822,0
54,19720984,2948989,459617,6877840,459617,5731633,1.40725E+14,192496,5731633,61777,0
55,19720984,2948989,305524,1974865,305524,19151953,0,497389,19151953,35714,0
56,18420255,1870383,357874,5751819,357874,2824705,1.40731E+14,187342,2824705,29773,0
57,12650973,1174530,126542,3326279,126542,644984,9.45803E+13,65882,644941,9564,0
58,50284152,1975618,232716,4607691,232716,4267519,1.40731E+14,235719,4267519,65402,0
59,50284152,1975618,241523,1247608,241523,24686077,0,582048,24686077,76592,0
60,14332281,1672653,232611,2043304,232611,3955632,1.40735E+14,126040,3955953,39642,0
61,93590777,2018604,230811,3299389,230811,4160005,9.40809E+13,132765,4160005,31144,0
62,39524199,3396884,521108,5958107,521108,4755585,1.40735E+14,332270,4752116,65495,0
63,39524199,3396884,185667,4620697,185667,4720769,0,175080,4720729,46219,0
64,37033743,942222,115271,25029552,115271,5760745,1.40727E+14,176224,5760745,57209,0
65,11911323,3341924,352895,28488208,352895,3858994,9.40257E+13,248947,3858994,45828,0
66,9830694,1350598,158974,37761405,158974,2301876,1.40727E+14,142358,2301836,26829,0
67,9830694,1350598,123076,14292373,123076,2972796,0,110549,2972796,28062,0
68,12896371,1510598,1191274,7111968,1191274,57352591,1.40721E+14,2850152,57352591,801691,0
69,48321161,2454916,318848,4976186,318848,12334899,9.42352E+13,229952,12334899,58293,0
70,76231967,2573686,278657,9657404,278657,28561698,1.40721E+14,226395,28561698,42416,0
71,76231967,2573686,858227,47607586,858227,10439183,0,311518,10439143,94062,0
72,16654198,2310941,289930,3046495,289930,2463693,1.40735E+14,125770,2463652,25021,0
73,36323858,626965,86435,2425140,86435,5739904,9.42588E+13,260143,5739904,61511,0
74,7414221,2847808,321906,1170253,321906,1190718,1.40735E+14,134978,1190718,16875,0
75,7414221,2847808,199739,10014034,199739,22448943,0,507554,22448943,61706,0
76,31516801,4759563,565741,16365310,565741,20447324,1.40731E+14,503747,20447324,62177,0
77,19728096,4934723,542925,10594776,542925,8842473,9.48663E+13,214325,8842473,60096,0
78,20035022,2640043,323391,12208359,323391,3669537,1.40731E+14,167312,3669497,37719,0
79,20035022,2640043,1039874,34364666,1039874,6806693,0,260629,6806693,51740,0
80,49287158,1647763,319782,29034187,319782,3861317,1.40723E+14,142959,3861317,36796,0
81,25271175,3038237,321897,3382355,321897,2510992,9.40369E+13,175856,2510953,26859,0
82,73516338,3759515,580567,6252663,580567,3953079,1.40723E+14,213783,3953079,51773,0
83,73516338,3759515,126001,4537036,126001,22657645,0,569502,22657645,65104,0
84,33240321,3062270,425367,3486336,425367,3045120,1.40729E+14,177151,3045120,41348,0
85,18859004,1555943,170632,4989214,170632,4140360,9.48332E+13,199651,4140360,51776,0
86,8214519,1158680,149880,2884966,149880,5253366,1.40729E+14,164197,5253326,50064,0
87,8214519,1158680,214670,4157287,214670,4755624,0,183733,4755624,45852,0
88,16514822,1622380,172165,2907785,172165,2632340,1.40737E+14,172997,2632299,37066,0
89,36954421,1209383,131864,2237038,131864,5047143,9.47385E+13,210166,5047143,49008,0
90,43217926,2727773,299410,8329141,299410,3450947,1.40737E+14,159503,3450947,42676,0
91,43217926,2727773,136439,19770979,136439,4611870,0,127252,4611870,38172,0
92,8675925,2733705,265042,3341488,265042,2085520,1.40728E+14,141803,2086797,20367,0
93,28862889,1183042,134068,6317165,134068,28895901,9.39541E+13,975129,28897870,270483,0
94,87820865,1830717,213970,17854181,213970,5656251,1.40728E+14,159682,5656210,35878,0
95,87820865,1830717,91427,4996541,91427,4106534,0,218646,4106534,39434,0
96,50268409,1317724,159379,1812231,159379,829494,1.40735E+14,122427,829494,14124,0
97,6227478,2536966,273071,4273661,273071,2994475,9.41429E+13,242310,2994475,40786,0
98,18319284,1858298,204398,3607233,204398,2858615,1.40735E+14,149641,2858575,35260,0
99,18319284,1858298,116476,5825321,116476,23967822,0,491249,23967822,61639,0
100,28039328,2631748,429802,3655240,429802,4631042,1.40737E+14,209496,4631003,50906,0
101,16941447,1426901,164033,9822957,164033,23160670,9.48093E+13,528994,23160670,69273,0
102,41206392,2713551,258633,5823612,258633,1962144,1.40737E+14,140914,1962144,26758,0
103,41206392,2713551,148458,6897661,148458,1766436,0,108218,1766436,14658,0
104,8279440,2895015,447824,8105166,447824,6524393,1.4073E+14,181823,6514783,57871,0
105,12883429,1230321,146314,1005065,146314,4539269,9.40173E+13,236564,4539032,59996,0
106,19712608,2260824,250422,589342,250422,1343265,1.4073E+14,129114,1343227,21502,0
107,19712608,2260824,199243,5604536,199243,19944713,0,538545,19944713,42038,0
108,17673811,1130101,110573,4072885,110573,1794909,1.40729E+14,135597,1794909,27187,0
109,8754138,1210421,131683,5256036,131683,5073501,9.43143E+13,195864,5073501,57081,0
110,72891403,1263036,152832,2924085,152832,3489927,1.40729E+14,171068,3489887,46093,0
111,72891403,1263036,329266,19402748,329266,6896109,0,226043,6896109,65212,0
112,382435028,3939623,400682,19661579,400682,332124952,1.40732E+14,5646888,332125028,2424117,0
113,348428295,845322,97768,5754821,97768,262194441,9.44753E+13,5059650,262184495,2137625,0
114,392200283,806360,98177,2378591,98177,567909539,1.40732E+14,7772222,567909539,3246290,0
115,392200283,806360,180571,9711526,180571,520076739,0,6365441,520081911,2550302,0
116,9177268,1220652,128968,21224088,128968,6126874,1.40721E+14,199199,6126833,53160,0
117,15749269,1099280,110644,2570770,110644,4255687,9.42296E+13,237834,4255687,40588,0
118,43509344,2125184,205057,8489618,205057,4376775,1.40721E+14,286591,4376775,64409,0
119,43509344,2125184,305876,8055696,305876,4483375,0,146455,4483375,41308,0
120,41708858,1191772,128974,2275679,128974,3013627,1.4072E+14,147126,3013627,29424,0
121,29390338,2640541,292151,6360094,292151,3615760,9.41796E+13,220283,3615760,43814,0
122,86554192,2259188,228480,21820425,228480,4809678,1.4072E+14,237738,4809638,55840,0
123,86554192,2259188,192819,5359402,192819,4592091,0,150195,4592091,39633,0
124,29797168,1594881,174234,54229629,174234,11032912,1.40729E+14,313246,11032872,98747,0
125,15076604,3258584,335501,20226979,335501,2780140,9.44629E+13,180261,2780201,35885,0
126,29619583,820655,92144,10649540,92144,1452429,1.40729E+14,114234,1452429,17949,0
127,29619583,820655,177125,21061696,177125,828208,0,113513,828208,16580,0
128,51740152,1610868,175516,4033610,175516,2366524,1.40732E+14,135947,2366524,29181,0
129,12110667,2351077,226530,4422402,226530,5458510,9.47135E+13,282810,5458510,71270,0
130,21121450,1369678,142036,18670507,142036,4316482,1.40732E+14,135352,4316482,34590,0
131,21121450,1369678,219654,5388981,219654,5236354,0,269191,5236315,47767,0
132,77414333,1803583,193540,2346970,193540,4087327,1.40737E+14,208119,4087288,57143,0
133,38459880,1579292,160384,4493449,160384,4053885,9.38376E+13,127492,4053885,34052,0
134,50326825,1955301,214098,4503114,214098,4055589,1.40737E+14,263959,4056054,50613,0
135,50326825,1955301,205464,21215554,205464,6365390,0,238403,6365667,51438,0
136,94446710,1430340,147243,1058793,147243,4035901,1.4073E+14,103743,4035901,27802,0
137,38068717,3613683,368434,3735682,368434,6125349,9.48369E+13,299340,6125349,85214,0
138,9014680,1427468,154913,27518547,154913,4997911,1.4073E+14,239532,4997911,45745,0
139,9014680,1427468,115796,15883367,115796,2363686,0,126130,2363647,35265,0
140,21282618,2908238,302021,5000340,302021,2949530,1.40736E+14,160265,2949490,30392,0
141,65104875,1089392,108040,17407252,108040,5717704,9.45676E+13,226033,5717704,51593,0
142,85139477,1345658,159642,2185787,159642,6699062,1.40736E+14,281437,6699062,79752,0
143,85139477,1345658,214892,8218251,214892,1882989,0,160716,1882989,25500,0
144,30646876,1378479,188110,3487455,188110,5682658,1.40729E+14,123987,5682658,40334,0
145,31625275,1436816,176940,17644075,176940,7521796,9.3943E+13,289074,7521796,74116,0
146,91012277,2817675,340425,3178149,340425,1087903,1.40729E+14,153806,1087866,15170,0
147,91012277,2817675,217934,8088770,217934,2177770,0,202623,2177770,29816,0
148,25572377,2258418,267639,2772648,267639,2925739,1.40737E+14,147851,2925699,36996,0
149,49572643,2584629,333290,2541960,333290,1951866,9.40485E+13,168264,1951866,30039,0
150,69299676,2488507,290418,20223660,290418,4594572,1.40737E+14,218417,4594572,41894,0
151,69299676,2488507,265525,8940498,265525,6805891,0,196435,6805891,58935,0
152,7601851,1461395,136966,5746967,136966,20057123,1.40728E+14,893420,20057083,229051,0
153,49533742,1862035,201235,3897658,201235,3941152,9.41303E+13,152110,3941152,35062,0
154,20120402,1704636,199197,21266780,199197,7565225,1.40728E+14,253004,7561487,54660,0
155,20120402,1704636,209648,1217573,209648,4113856,0,140551,4113856,38002,0
156,17471410,1148040,115919,16319452,115919,3191353,1.40727E+14,167315,3191353,34084,0
157,48420567,3114219,298149,7841143,298149,5980201,9.48121E+13,184710,5980382,51883,0
158,90722195,1811023,206125,4867184,206125,5770772,1.40727E+14,266841,5770848,67017,0
159,90722195,1811023,158573,2978352,158573,733124,0,104244,733598,18310,0
160,12243604,2024434,206484,16288924,206484,2615552,1.40722E+14,150592,2615512,35420,0
161,31731839,1289497,142790,5581281,142790,5676218,9.38574E+13,184067,5676218,58328,0
162,120473240,1846607,206984,3522263,206984,3835689,1.40722E+14,249501,3835689,47206,0
163,120473240,1846607,216112,8902628,216112,4329628,0,151610,4329628,35339,0
164,71893457,1649686,165046,3506398,165046,1455610,1.40731E+14,81857,1455610,14473,0
165,24818356,956878,94292,17770498,94292,3619204,9.47424E+13,209358,3619204,38094,0
166,19563509,2265221,232235,3355314,232235,4830606,1.40731E+14,279562,4830566,54245,0
167,19563509,2265221,261071,7381265,261071,7028242,0,233058,7028242,75853,0
168,20957053,1737258,181617,19876496,181617,3374776,1.40722E+14,125521,3374776,32337,0
169,34704778,1524569,168737,2210153,168737,4210394,9.40785E+13,150530,4210394,44475,0
170,90597749,2561416,241674,9469901,241674,5147682,1.40722E+14,258980,5144222,50890,0
171,90597749,2561416,182115,489291,182115,3159001,0,204566,3158965,50430,0
172,38152925,1898093,192587,22973626,192587,4358032,1.40721E+14,152402,4358032,37379,0
173,177288583,964759,109783,2011183,109783,5438958,9.45748E+13,206848,5438915,60403,0
174,44334365,1170253,121563,7134882,121563,5918239,1.40721E+14,223328,5918239,53178,0
175,44334365,1170253,342763,10198593,342763,2958863,0,223391,2958863,43413,0
176,45012814,6173991,776212,7218781,776212,7485556,1.40737E+14,257685,7485556,69254,0
177,28004286,5989742,806525,46661504,806525,3650586,9.46759E+13,234425,3650586,49310,0
178,117283914,4149792,574485,27158957,574485,4324198,1.40737E+14,149477,4324198,37024,0
179,117283914,4149792,1245360,16567587,1245360,1326994,0,113058,1326954,17002,0
180,43831424,1030864,113255,2160605,113255,21301643,1.40736E+14,540696,21301643,59463,0
181,39283433,1668920,173378,5402584,173378,3633846,9.46012E+13,117463,3633846,34990,0
182,16078934,2271270,235473,3375109,235473,2464127,1.40736E+14,182367,2464087,29866,0
183,16078934,2271270,204924,4434723,204924,3603071,0,144211,3603071,33667,0
184,21719085,1282953,149873,8485942,149873,2229002,1.40736E+14,163203,2229002,26751,0
185,18526592,1900177,230792,21123684,230792,26346865,9.4416E+13,597372,26346823,89637,0
186,52815876,3645966,553433,14682106,553433,2268437,1.40736E+14,166776,2268437,25830,0
187,52815876,3645966,211617,45529159,211617,1105859,0,112505,1105859,12026,0
188,10975268,2311280,1435728,7261378,1435728,21463920,1.40737E+14,479083,21463920,72913,0
189,52255542,1743436,167645,4479280,167645,53157615,9.44332E+13,1688043,53157615,421550,0
190,27905686,1988270,220809,726450,220809,55477250,1.40737E+14,2220159,55477250,707308,0
191,27905686,1988270,217782,3221477,217782,15250557,0,348466,15250516,78477,0
192,6859980,2691676,279282,1951463,279282,2079567,1.40723E+14,185345,2079567,33776,0
193,91053778,2491687,267845,24470954,267845,5444831,9.4629E+13,183935,5444791,47644,0
194,33366997,1123926,129739,3391549,129739,3120652,1.40723E+14,139567,3120652,36322,0
195,33366997,1123926,49388,1922815,49388,4327295,0,156111,4327295,47793,0
196,85279018,1618280,215082,5018718,215082,4038684,1.40727E+14,166125,4038684,38936,0
197,25096991,1308506,162092,19916937,162092,4329471,9.42117E+13,171884,4329431,40957,0
198,33727529,1810844,206224,1176201,206224,3773688,1.40727E+14,201687,3773688,49599,0
199,33727529,1810844,274447,10556629,274447,4160096,0,198422,4160096,38776,0
200,10410995,2143423,209071,6302237,209071,2434137,1.40733E+14,156854,2434137,28249,0
201,24666247,1936161,221990,19566117,221990,6143206,9.48345E+13,154342,6143161,48174,0
202,58546881,733449,77944,1342767,77944,4332218,1.40733E+14,219003,4332949,66520,0
203,58546881,733449,209220,5032277,209220,3935911,0,243442,3935943,44714,0
204,22069802,2432505,386065,6208184,386065,4782569,1.40727E+14,159037,4782569,48794,0
205,19434628,972202,123164,2802057,123164,2338437,9.42454E+13,141367,2338398,26067,0
206,22014524,2656132,275030,1366748,275030,2486806,1.40727E+14,161609,2486806,37959,0
207,22014524,2656132,223313,4989036,223313,21459211,0,543708,21459211,54439,0
208,457145406,1849477,197125,4400535,197125,4337577,1.40736E+14,226599,4337577,46743,0
209,110032814,1761872,183082,2789484,183082,2068464,9.38863E+13,175154,2068464,29116,0
210,64906587,2803496,406346,13383837,406346,21953949,1.40736E+14,487759,21953949,52355,0
211,64906587,2803496,182905,5262783,182905,3859112,0,133552,3859073,38902,0
212,135003892,3065638,304281,4555201,304281,9310619,1.40731E+14,245019,9310619,71958,0
213,67158076,1211068,124711,3209930,124711,24402478,9.45112E+13,886705,24402438,281647,0
214,33326316,1064783,116059,3687458,116059,5611321,1.40731E+14,230195,5611321,52944,0
215,33326316,1064783,411425,3831258,411425,6701914,0,274934,6701914,61412,0
216,70557648,916528,106345,20549481,106345,2815240,1.40731E+14,135252,2815240,32782,0
217,16964743,3250656,310734,3214095,310734,7287535,9.45543E+13,175189,7287535,60188,0
218,41920039,1619190,171976,5636326,171976,3779899,1.40731E+14,266502,3779899,53424,0
219,41920039,1619190,147619,2477718,147619,2229598,0,133578,2229558,22567,0
220,1476450031,1589766,198472,199921890,198472,146594678,1.40736E+14,3375840,146594678,1092688,0
221,1770639326,1621545,175783,359149217,175783,135070972,9.45426E+13,3015927,135081016,1481049,0
222,1996234709,2400339,228994,245332574,228994,189178641,1.40736E+14,3029090,189156288,1402934,0
223,1996234709,2400339,137794,512502381,137794,154828759,0,2929689,154831199,1175935,0
224,7789631,7612373,1818739,369091,1818739,2452335,1.4072E+14,108018,2452335,30140,0
225,37289069,10651560,3139244,3023195,3139244,2552921,9.40071E+13,174711,2552921,31028,0
226,89637234,11096891,2873129,22642071,2873129,5695270,1.4072E+14,268336,5695270,73840,0
227,89637234,11096891,2763736,7041849,2763736,5524425,0,184388,5524385,49887,0
228,10948219,709322,84569,1911269,84569,2391216,1.40731E+14,179785,2391216,38499,0
229,15948007,1409088,131457,4831266,131457,4695846,9.38544E+13,100386,4695806,35245,0
230,15634410,2593325,293618,4444392,293618,1691205,1.40731E+14,147849,1691205,26962,0
231,15634410,2593325,204445,6194811,204445,22343100,0,560947,22343100,71701,0
232,15806153,2571752,409435,2241069,409435,2874924,1.40721E+14,228858,2874924,42660,0
233,22091020,1403314,136864,7704152,136864,5418576,9.3952E+13,146945,5418576,45198,0
234,38474100,1382345,146382,2997054,146382,1591070,1.40721E+14,89777,1591070,23936,0
235,38474100,1382345,288522,7481585,288522,21839282,0,539576,21839242,62784,0
236,10912105,1944127,201913,1224516,201913,3568370,1.40733E+14,145745,3568370,33525,0
237,27258982,1490632,164343,1274164,164343,2381005,9.48349E+13,180139,2380961,27523,0
238,8862164,2021865,207975,7586082,207975,3564696,1.40733E+14,191880,3564696,44190,0
239,8862164,2021865,392464,9776520,392464,23918621,0,598449,23918621,80553,0
240,5905345,1340522,134884,2248056,134884,5637092,1.40725E+14,302453,5637092,61943,0
241,110163610,1586517,190976,23330808,190976,5481408,9.43638E+13,187546,5481408,50049,0
242,31078943,3219466,330056,4137857,330056,2276946,1.40725E+14,137752,2276946,30637,0
243,31078943,3219466,87196,2123945,87196,2596415,0,89936,2596375,20696,0
244,112054356,1366668,134323,12299730,134323,6169896,1.40731E+14,186737,6169896,56275,0
245,4538496,3458167,372532,23904635,372532,1465758,9.39064E+13,101668,1465717,18273,0
246,21541299,826788,92740,61424110,92740,5395591,1.40731E+14,254015,5392205,66614,0
247,21541299,826788,114318,13481182,114318,4786656,0,193090,4786656,45235,0
