,Instruct,Cache Miss,Branch Miss,Cache R,Cache W,LL1 Data C,LL1 Instruct Cache,LLC,D TLB,Instruct Cache,Y
748,5072977,2454179,260975,4943434,260975,22250857,1.4072E+14,509085,22250817,52894,0
749,56199997,2250677,267569,784275,267569,4221395,9.46719E+13,185812,4221395,41198,0
750,24443078,1162876,118513,4966821,118513,3490566,1.4072E+14,239075,3490566,46900,0
751,24443078,1162876,100884,4877625,100884,2428845,0,96309,2428845,24588,0
752,4551391,918024,108716,2933505,108716,2632042,1.40728E+14,130892,2632002,24035,0
753,36433152,2505030,402838,5834578,402838,20271324,9.44149E+13,474679,20271324,38452,0
754,34470019,3218608,319656,5201140,319656,18679873,1.40728E+14,609225,18672200,159560,0
755,34470019,3218608,124695,1555178,124695,2151740,0,172112,2151740,27836,0
756,38834709,885920,84445,3391334,84445,4146867,1.40731E+14,114376,4146828,42553,0
757,37416068,1306189,146867,1513341,146867,1845401,9.38954E+13,139265,1845401,24520,0
758,3773006,3014662,302300,4070615,302300,2358995,1.40731E+14,102003,2358995,20675,0
759,3773006,3014662,412587,6844761,412587,23821595,0,653314,23821595,76240,0
760,2966838,1845846,215931,1565975,215931,3727289,1.40725E+14,207422,3727249,50194,0
761,37397430,1980600,211398,23038642,211398,7341331,9.46137E+13,285489,7341331,77817,0
762,31265377,1508445,159616,5015983,159616,4764700,1.40725E+14,153747,4764700,44738,0
763,31265377,1508445,154080,3080898,154080,5083212,0,174233,5083212,44504,0
764,40335266,851104,74494,956913,74494,2002795,1.40731E+14,146331,2002795,26387,0
765,14249363,1763776,178317,3339915,178317,3862953,9.43954E+13,91321,3862953,29382,0
766,25439856,2717830,277346,1461224,277346,3084017,1.40731E+14,165584,3083979,37528,0
767,25439856,2717830,177396,25945377,177396,6647405,0,273389,6647405,67228,0
768,25487245,891798,91909,2851729,91909,5395843,1.40733E+14,188352,5395843,34697,0
769,7277642,1755531,184548,3388434,184548,2912006,9.47751E+13,180853,2912006,38676,0
770,53733812,1217298,133130,21562366,133130,5689933,1.40733E+14,182537,5689893,51955,0
771,53733812,1217298,284355,4405131,284355,6418507,0,190202,6418507,52368,0
772,22573667,1072290,110655,3999465,110655,3199700,1.40731E+14,139969,3199660,27806,0
773,15329733,1359450,154423,2681994,154423,2695392,9.45145E+13,168900,2694592,32243,0
774,25090870,2169524,248318,1910745,248318,19582955,1.40731E+14,449778,19582955,31151,0
775,25090870,2169524,543865,10114415,543865,6995980,0,278175,6995712,69125,0
776,3622342,2047635,342742,4344674,342742,2006215,1.40725E+14,144151,2006215,29601,0
777,48482068,2032412,194087,2083715,194087,22538593,9.49173E+13,578800,22538593,53360,0
778,32412394,997864,100575,2841009,100575,5798483,1.40725E+14,180114,5798483,47145,0
779,32412394,997864,319439,6309607,319439,3598628,0,197469,3598588,38681,0
780,38813654,1008238,116896,2110796,116896,921749,1.40728E+14,109158,921749,21200,0
781,7555704,1925078,187777,4208736,187777,5956527,9.48594E+13,142670,5956527,53519,0
782,87870914,2868021,422878,7085719,422878,5522270,1.40728E+14,200607,5522230,50115,0
783,87870914,2868021,206327,2473918,206327,3040129,0,211056,3040129,38339,0
784,31818933,1251021,164473,11392683,164473,3892835,1.40722E+14,105651,3892795,36002,0
785,13924029,1339987,147604,40599159,147604,7104264,9.39695E+13,294400,7105108,73575,0
786,91801957,3280442,326377,23979454,326377,4574413,1.40722E+14,162526,4574413,46575,0
787,91801957,3280442,127271,16450365,127271,2170282,0,150926,2171545,34236,0
788,53560436,1556855,180309,5442440,180309,626532,1.40735E+14,54562,626532,8419,0
789,76276887,516206,87919,2534535,87919,3792662,9.4029E+13,264130,3792662,50064,0
790,79111394,2171649,262816,23118781,262816,6870741,1.40735E+14,185885,6870700,48081,0
791,79111394,2171649,1380046,6606161,1380046,5039624,0,174668,5039624,56320,0
792,2945903,1340412,183352,3666187,183352,827520,1.40736E+14,109493,827520,13812,0
793,42793519,1416738,152492,2450400,152492,23686982,9.39204E+13,599281,23686982,78903,0
794,12613467,2069798,221896,3679573,221896,3561658,1.40736E+14,77347,3561620,24935,0
795,12613467,2069798,264272,9917706,264272,4236033,0,232876,4236033,48107,0
796,77901377,855154,78624,2007549,78624,17103405,1.40736E+14,493169,17103405,148312,0
797,21141275,2759327,282787,9509282,282787,28048373,9.47702E+13,725334,28048373,125979,0
798,119359007,1492047,153044,1135631,153044,6332006,1.40736E+14,305304,6332006,54942,0
799,119359007,1492047,461948,3545474,461948,45484618,0,1040574,45484579,297913,0
800,45317104,2678933,306239,6703685,306239,5533872,1.40729E+14,216359,5533872,50804,0
801,42964095,3377119,472909,3649347,472909,3634350,9.40537E+13,121960,3634350,29864,0
802,11498323,1079568,105934,2522536,105934,1659108,1.40729E+14,142474,1659108,23689,0
803,11498323,1079568,135871,2964018,135871,21784995,0,551932,21784955,57665,0
804,18587948,2144573,216176,5026676,216176,3700968,1.40722E+14,74707,3700968,31315,0
805,18963582,2027737,208408,4511482,208408,3879163,9.42513E+13,178832,3879122,47685,0
806,33680698,1264130,132061,774690,132061,3026917,1.40722E+14,193516,3026917,35318,0
807,33680698,1264130,398531,5554409,398531,4813397,0,214100,4813397,47025,0
808,14333514,1492555,171986,2892530,171986,2225488,1.40735E+14,164084,2225488,32241,0
809,15873753,1036000,114560,21063797,114560,2602483,9.44585E+13,173539,2602439,36671,0
810,120176756,3045522,297046,5642644,297046,8153873,1.40735E+14,223007,8153873,69431,0
811,120176756,3045522,147265,2712318,147265,4792799,0,176803,4792799,48180,0
812,28743975,540904,59882,2865496,59882,3980295,1.40729E+14,99450,3980295,27480,0
813,107546158,1261763,151653,3696420,151653,1473825,9.41617E+13,102615,1473825,18898,0
814,19939544,3914559,408199,24124516,408199,16818942,1.40729E+14,551424,16818942,147235,0
815,19939544,3914559,114071,1108945,114071,4269691,0,267971,4269651,48908,0
816,26696403,7580341,2552772,48254864,2552772,5443501,1.40732E+14,249876,5443501,63420,0
817,11605622,9715610,4337751,90370972,4337751,4296300,9.41712E+13,214216,4296256,44965,0
818,16722454,10358549,7686305,99216819,7686305,23850180,1.40732E+14,600536,23850180,68313,0
819,16722454,10358549,4055916,83225438,4055916,11580561,0,318416,11580561,93515,0
820,35197614,4909182,1293636,38507985,1293636,22659226,1.40725E+14,507286,22659226,58660,0
821,45680479,3485682,856389,68084077,856389,122269397,9.45009E+13,159352,122269397,302730,0
822,7182644,3923066,722535,43059451,722535,3480751,1.40725E+14,226725,3480751,39409,0
823,7182644,3923066,1041867,48804525,1041867,3391572,0,169970,3391532,47155,0
824,29224600,2633169,408300,3197019,408300,4199063,1.40727E+14,80357,4199063,27555,0
825,4714784,854364,122754,6795731,122754,3071410,9.48857E+13,157427,3071368,42078,0
826,39570554,1551953,155607,2710224,155607,22167473,1.40727E+14,560463,22167473,51714,0
827,39570554,1551953,284283,2464208,284283,2768989,0,204404,2768989,37696,0
828,30742457,2799079,286629,6421063,286629,5508689,1.40727E+14,115323,5508689,44094,0
829,81940425,1525556,170099,3473872,170099,5721046,9.47725E+13,186021,5721046,54107,0
830,27531075,1148030,113455,3017193,113455,2989639,1.40727E+14,233651,2989600,40134,0
831,27531075,1148030,396925,3405322,396925,1169733,0,140725,1169733,17563,0
832,89759546,2618744,276005,3768153,276005,2216754,1.40728E+14,125186,2216713,24716,0
833,35057030,1948908,188816,2454260,188816,7754983,9.46809E+13,236044,7754983,74438,0
834,13069297,916245,104983,4862443,104983,1859764,1.40728E+14,135477,1859764,29044,0
835,13069297,916245,179230,22339646,179230,6073091,0,249921,6073091,55402,0
836,4074729197,3274862,385925,3548524,385925,19089071,1.40724E+14,573105,19089071,214421,0
837,1315271393,1607366,185600,3408841,185600,107210515,9.40686E+13,1226369,107216171,428515,0
838,797689147,1273340,144010,3701278,144010,33017815,1.40724E+14,991309,33018568,477755,0
839,797689147,1273340,161698,21664976,161698,52367041,0,1134614,52367117,385438,0
840,867647152,7409680,1991798,67783168,1991798,130324018,1.40731E+14,3399183,130323977,1130937,0
841,323512285,4594043,2089648,103090571,2089648,152227316,9.47036E+13,3539927,152227316,1153067,0
842,701573939,5121071,1040262,120071581,1040262,203576132,1.40731E+14,5291958,203576132,2124585,0
843,701573939,5121071,1326443,141106468,1326443,264387969,0,6859704,264386721,2653239,0
844,32802965,6561678,1179964,73788114,1179964,85525785,1.40723E+14,2050784,85525785,660638,0
845,39059557,5599987,1090082,54555368,1090082,159714056,9.42149E+13,6386367,159714056,2560638,0
846,51587353,12876445,2409616,48799301,2409616,189795357,1.40723E+14,4816352,189795357,1780589,0
847,51587353,12876445,3702143,77222505,3702143,148190430,0,3402686,148190390,1286850,0
848,21358109,380567,52653,1196313,52653,210817,1.40732E+14,20890,210817,2695,0
849,27868761,1134052,153715,3446644,153715,18636698,9.47032E+13,421488,18636698,34711,0
850,26420597,720026,124042,6930768,124042,4836072,1.40732E+14,68497,4836032,34614,0
851,26420597,720026,548020,4938748,548020,6564924,0,145187,6564924,29558,0
852,357093039,202269,34265,627033,34265,245975,1.40728E+14,27751,245933,2874,0
853,119544632,177855,43521,769325,43521,3268901,9.38857E+13,79320,3268901,24154,0
854,60969511,271006,36005,3011016,36005,2215314,1.40728E+14,114210,2215314,34552,0
855,60969511,271006,295929,25611004,295929,5414133,0,88073,5414133,35157,0
856,85990069,370002,62770,158302,62770,2232231,1.40727E+14,88308,2232231,30282,0
857,23922467,1098555,138124,4541030,138124,4286661,9.48007E+13,134589,4286619,40147,0
858,20690137,6581100,1309690,7914551,1309690,5984077,1.40727E+14,127478,5984077,51232,0
859,20690137,6581100,110638,20282530,110638,6733233,0,181108,6733233,61981,0
860,23731583,473456,79182,4276241,79182,4509155,1.40737E+14,59520,4509155,33013,0
861,80603754,813666,137321,5818110,137321,4547536,9.45887E+13,150874,4547536,56952,0
862,22620007,214645,21735,1569330,21735,681891,1.40737E+14,23506,681891,5063,0
863,22620007,214645,156152,21408133,156152,4494631,0,108452,4494592,29506,0
864,3981590317,531288,76873,4534230,76873,4507312,1.40737E+14,61054,4507312,26882,0
865,1014146234,458716,83011,62225,83011,765607,9.48614E+13,26809,765607,2597,0
866,631980677,910194,139797,178991,139797,776383,1.40737E+14,31674,776383,5272,0
867,631980677,910194,379735,9018764,379735,24391528,0,601172,24391487,83959,0
868,41080892,9984981,3473362,53301960,3473362,25081433,1.40731E+14,819686,25081433,309832,0
869,1527483,10769348,4253693,88562403,4253693,3873710,9.43592E+13,77909,3873668,32155,0
870,14572964,11781710,3004369,44843884,3004369,20581336,1.40731E+14,458356,20581336,32574,0
871,14572964,11781710,3892316,71873220,3892316,1335949,0,34096,1335949,9684,0
872,21913928,1294237,176140,4769903,176140,56324599,1.4072E+14,1737801,56324599,606873,0
873,23466408,1300319,252473,611944,252473,2301677,9.39751E+13,48569,2301677,5893,0
874,28073445,359092,28302,5736569,28302,27105569,1.4072E+14,536952,27105569,62777,0
875,28073445,359092,84411,138544539,84411,2488699,0,34344,2488659,3663,0
876,22708891,726880,112324,6881547,112324,5641085,1.40724E+14,179732,5641085,62695,0
877,104453597,409280,52277,677673,52277,2193002,9.4621E+13,66667,2192960,14665,0
878,11257039,627115,90613,4505202,90613,4642885,1.40724E+14,64049,4642885,29294,0
879,11257039,627115,106695,17919057,106695,216144,0,7112,216144,939,0
880,40590471,467416,62568,18641630,62568,3652844,1.40722E+14,85664,3652844,26776,0
881,4530076,359376,44771,99593,44771,2337089,9.44828E+13,74214,2337049,17463,0
882,18355984,597029,74725,2876081,74725,6031218,1.40722E+14,186260,6031218,61926,0
883,18355984,597029,135864,6008312,135864,6566376,0,129936,6566376,50934,0
884,2263080,670798,113837,2228868,113837,176434,1.40734E+14,19906,176394,2556,0
885,42621999,297474,43919,21163155,43919,7339996,9.3854E+13,219999,7339996,69335,0
886,1591421,294046,24912,4617538,24912,230168,1.40734E+14,21170,230168,3334,0
887,1591421,294046,141332,8836666,141332,4434289,0,54699,4434289,26857,0
888,21561423,385132,49524,1178365,49524,20825676,1.40733E+14,446972,20825676,30918,0
889,18785160,2585598,445389,5031794,445389,227461,9.46054E+13,22901,227421,3114,0
890,7740562,180974,32855,3003746,32855,5552655,1.40733E+14,161647,5552655,58358,0
891,7740562,180974,97349,4485182,97349,1885698,0,29932,1885698,14242,0
892,49408082,2045848,476641,3411564,476641,5741792,1.40724E+14,93572,5741792,41236,0
893,2042532,735746,228797,1911610,228797,1178142,9.43846E+13,25284,1178142,2185,0
894,12989553,5138637,1677648,4854345,1677648,4474078,1.40724E+14,201551,4474078,64754,0
895,12989553,5138637,932648,4152352,932648,22019634,0,467768,22019594,30310,0
896,189881127,483048,74061,30136924,74061,315073203,1.40733E+14,3421045,315073162,1391443,0
897,257985377,218570,28329,20777381,28329,1146863021,9.43051E+13,6258265,1146863021,2724956,0
898,328997221,996360,112539,108186778,112539,167697681,1.40733E+14,3690576,167697681,2017036,0
899,328997221,996360,349170,39292650,349170,166842417,0,3205674,166842417,1452844,0
900,7946592,197952,22358,2800258,22358,4383869,1.40721E+14,147557,4383869,47776,0
901,19319960,796557,108987,714082,108987,3827573,9.39369E+13,91937,3827573,27931,0
902,15127830,309632,46062,3708214,46062,3838196,1.40721E+14,56499,3838156,23835,0
903,15127830,309632,152258,21292418,152258,3362170,0,76624,3362170,32967,0
904,199839677,319865,39508,14730850,39508,8495449,1.40722E+14,90092,8495409,22384,0
905,313074316,1007373,141977,8481839,141977,9087015,9.49122E+13,225926,9087015,85871,0
906,310646606,946271,137503,26244083,137503,9631779,1.40722E+14,207985,9631779,89532,0
907,310646606,946271,32360,40204196,32360,7337592,0,186206,7337592,59962,0
908,2858912,348438,47984,4126847,47984,20324061,1.40736E+14,438724,20324020,29218,0
909,25269500,3427122,1869842,5742082,1869842,170063,9.39822E+13,23381,170063,2668,0
910,52630042,805806,133848,6399409,133848,9039636,1.40736E+14,217223,9039636,102209,0
911,52630042,805806,39366,538709,39366,1387499,0,23302,1387499,7137,0
912,17918373,519164,96902,3516979,96902,710224,1.40722E+14,35752,710224,3108,0
913,25596756,258762,40207,1795980,40207,4368087,9.41152E+13,52015,4368087,26174,0
914,17723720,2578581,486361,4235857,486361,20447117,1.40722E+14,440401,20447117,31484,0
915,17723720,2578581,60607,4758658,60607,4419204,0,142142,4419164,49858,0
916,49261366,5608342,2449658,3695585,2449658,4983664,1.40732E+14,146070,4983664,46624,0
917,31145686,3556495,2314777,7595086,2314777,3313544,9.41447E+13,81512,3313500,15652,0
918,155633488,697579,166307,4657513,166307,22133523,1.40732E+14,464354,22133523,42975,0
919,155633488,697579,430291,4071054,430291,5764429,0,186203,5764429,62272,0
920,18710295,923434,124782,9251681,124782,1371057,1.40727E+14,36218,1371057,8402,0
921,4730655,466018,129902,4691103,129902,3805395,9.48968E+13,69167,3805351,41516,0
922,20720678,186497,26943,583747,26943,893293,1.40727E+14,17666,893293,5915,0
923,20720678,186497,219193,18507215,219193,9517880,0,271858,9517880,99104,0
924,37781325,497604,116763,19918426,116763,2322585,1.40731E+14,102812,2322585,35806,0
925,3067326,704546,167914,876838,167914,102091,9.48393E+13,11260,102052,2751,0
926,89210887,847048,197725,2403615,197725,4123553,1.40731E+14,108549,4123553,30851,0
927,89210887,847048,606584,7083380,606584,5593385,0,94275,5593385,44274,0
928,4516607,377307,64797,4952920,64797,5891405,1.40732E+14,104709,5891364,46823,0
929,147467236,620053,133349,18746711,133349,8272840,9.42142E+13,238267,8272840,83742,0
930,56894775,809392,130931,4285179,130931,5169172,1.40732E+14,114811,5169172,33884,0
931,56894775,809392,124488,686814,124488,579489,0,41430,579489,6803,0
932,51986847,656417,486419,68761,486419,3635678,1.40729E+14,66223,3635678,27953,0
933,12802640,2052453,793927,5878741,793927,4478741,9.48847E+13,70442,4478741,25401,0
934,40073968,11907947,5781016,7610059,5781016,49581876,1.40729E+14,1458165,49581837,371138,0
935,40073968,11907947,735105,1590858,735105,2290836,0,48783,2290836,7518,0
936,38692778,909344,376864,534038,376864,3287203,1.40728E+14,47845,3287164,19776,0
937,1464455,2223607,393669,7231206,393669,22857580,9.3964E+13,544407,22857580,66033,0
938,38801625,1600059,695585,144082,695585,173695,1.40728E+14,21260,173695,2531,0
939,38801625,1600059,151336,4697344,151336,1857746,0,34104,1857746,12771,0
940,62329367,190811,28063,305684,28063,3993855,1.40725E+14,125881,3993855,42232,0
941,96790502,430296,55365,4272115,55365,6620208,9.45042E+13,129898,6620165,52402,0
942,31269410,2470616,415845,6619605,415845,4623449,1.40725E+14,109722,4623449,32471,0
943,31269410,2470616,48304,299419,48304,1389958,0,65547,1389958,17575,0
944,1370893,1100753,145761,28426798,145761,296404,1.40734E+14,30055,296404,3832,0
945,12983712,902125,126568,15984528,126568,7377363,9.43857E+13,170115,7377363,64105,0
946,107995137,640266,78819,21965340,78819,1202680,1.40734E+14,35378,1202640,8978,0
947,107995137,640266,32199,115094316,32199,5557150,0,133803,5557150,45944,0
948,83584747,174105,32696,888875,32696,277275362,1.40736E+14,4582350,277275362,1802546,0
949,28397186,343777,45418,19681901,45418,1534152218,9.43705E+13,9861284,1534152179,4355057,0
950,50029348,1240444,158745,1569097,158745,284091693,1.40736E+14,5142747,284091693,2373211,0
951,50029348,1240444,221458,13378618,221458,430794035,0,6261188,430794035,2532833,0
952,382358189,9630635,3949058,34364932,3949058,99304262,1.40724E+14,2136217,99304262,934011,0
953,769437736,7646423,6684695,138521093,6684695,75880489,9.39499E+13,1869190,75880489,878148,0
954,583961231,12355381,4435358,52063596,4435358,90599649,1.40724E+14,2173073,90599649,1100900,0
955,583961231,12355381,3553532,18940489,3553532,90276029,0,2374964,90275990,1202902,0
956,7319059,2066746,250760,9526798,250760,33821575,1.40726E+14,803479,33845840,196157,0
957,37295482,2091368,225683,15678707,225683,8303262,9.3844E+13,309492,8303221,84553,0
958,16247709,2206634,256950,42948107,256950,7256189,1.40726E+14,284332,7256189,65433,0
959,16247709,2206634,275283,17792203,275283,9318451,0,328929,9318451,75489,0
960,1043885148,12579541,3138849,55162795,3138849,46318287,1.40736E+14,1393908,46318287,228239,0
961,776437443,9983228,3328484,70913251,3328484,87922451,9.45423E+13,1455518,87922410,731831,0
962,1040983742,12235625,7156396,33104405,7156396,117863980,1.40736E+14,2485072,117863980,1292935,0
963,1040983742,12235625,5083447,84501363,5083447,25725901,0,607935,25717711,242780,0
964,109212616,2075016,354181,2534038,354181,214768227,1.40733E+14,3789720,214768227,1526910,0
965,33324621,1623946,211403,5277859,211403,183190525,9.47956E+13,3907617,183190525,1608798,0
966,44309471,3055939,299940,3705150,299940,262546163,1.40733E+14,4483210,262546163,1948983,0
967,44309471,3055939,101896,3954622,101896,233917931,0,3563023,233917891,1240150,0
968,61810470,10088627,2991621,2981421,2991621,4584571,1.4073E+14,205826,4584530,52686,0
969,6208605,8499009,1986503,4737753,1986503,11715604,9.41514E+13,200717,11716225,38117,0
970,145462975,9663486,2372220,5016062,2372220,9341405,1.4073E+14,280222,9341405,90114,0
971,145462975,9663486,3993617,3301835,3993617,12032492,0,381615,12032081,124048,0
972,18270890,703925,67633,3069304,67633,1706949,1.40722E+14,148174,1706949,26854,0
973,67193195,1967386,250423,25358535,250423,11456406,9.4638E+13,330674,11456406,105445,0
974,22350289,2180477,621639,265016292,621639,2934406,1.40722E+14,172205,2934368,32993,0
975,22350289,2180477,208082,3359461,208082,1128111,0,128007,1128111,15429,0
976,3049885,3103358,305881,2242974,305881,2363856,1.40726E+14,203517,2363815,29784,0
977,41054680,1070791,109847,956318,109847,1021047,9.46775E+13,100935,1021047,14056,0
978,28842089,1817112,228871,26947103,228871,5619593,1.40726E+14,211004,5619593,59247,0
979,28842089,1817112,98176,2002355,98176,7553784,0,186440,7553784,59377,0
980,5933028,1782052,194573,4768599,194573,18480366,1.40733E+14,434725,18471944,29519,0
981,22589537,2231534,243338,8475822,243338,7102823,9.40356E+13,334357,7102823,82312,0
982,41400611,1879127,207623,957806,207623,4810507,1.40733E+14,142867,4810468,36435,0
983,41400611,1879127,145777,11249905,145777,1331013,0,110688,1331013,19728,0
984,11664136,2303508,226827,4678932,226827,4945706,1.40727E+14,213160,4945665,47112,0
985,25114282,1653640,187162,22956011,187162,7094770,9.47065E+13,276300,7094770,86474,0
986,23338608,1244955,124666,1026179,124666,1373066,1.40727E+14,134079,1373066,21545,0
987,23338608,1244955,422014,5724386,422014,18548225,0,468325,18548225,38784,0
988,101449032,1146700,153551,3293708,153551,19807767,1.40734E+14,529176,19807767,53466,0
989,12497886,2422127,266055,3212602,266055,2237197,9.39589E+13,157532,2237197,33086,0
990,51987883,980595,108649,3466765,108649,6639072,1.40734E+14,261708,6639032,65629,0
991,51987883,980595,478271,5840890,478271,4983624,0,150896,4983624,43173,0
992,7199722,1912408,198784,6553060,198784,3653427,1.40722E+14,168507,3653427,36953,0
993,26587040,1684592,197402,2702732,197402,2811667,9.39749E+13,202948,2811667,33307,0
994,32905660,1767881,175507,21624826,175507,4742178,1.40722E+14,199153,4742178,40086,0
995,32905660,1767881,160720,3097708,160720,3723896,0,119582,3723856,41558,0
996,42753666,1635578,162158,2395924,162158,5750557,1.40728E+14,222139,5750517,64586,0
997,28950425,973470,102868,2441945,102868,4249227,9.40316E+13,195129,4249227,36211,0
998,17265347,1184124,168727,5660948,168727,2679510,1.40728E+14,176808,2679510,32288,0
999,17265347,1184124,327886,20597642,327886,4809996,0,189131,4809996,48412,0
